Industry,Indentation Level,Main Category
"Information,400.0,400.0,391.67,308.33,300.0,300.0,300.0,300.0,300.0,300.0,225.0,200.0,200.0,200.0,266.67",3,"Retail Trade,6916.67,6991.67,7316.67,7466.67,8058.33,8233.33,8025.0,8016.67,8016.67,7933.33,7191.67,7916.67,8108.33,8191.67,7870.83"
"Financial Activities,1316.67,1300.0,1400.0,1500.0,1500.0,1458.33,1350.0,1300.0,1300.0,1225.0,1141.67,1125.0,1141.67,1200.0,1284.72",3,"Retail Trade,6916.67,6991.67,7316.67,7466.67,8058.33,8233.33,8025.0,8016.67,8016.67,7933.33,7191.67,7916.67,8108.33,8191.67,7870.83"
"Professional and Business Services,2750.0,2825.0,2991.67,2950.0,2925.0,2791.67,2883.33,3133.33,3100.0,2950.0,2741.67,2858.33,3091.67,3216.67,3170.14",3,"Retail Trade,6916.67,6991.67,7316.67,7466.67,8058.33,8233.33,8025.0,8016.67,8016.67,7933.33,7191.67,7916.67,8108.33,8191.67,7870.83"
"Private Education and Health Services,7700.0,7458.33,7600.0,8316.67,8358.33,8333.33,8508.33,8833.33,9158.33,9733.33,9716.67,9533.33,10241.67,11150.0,10102.78",3,"Retail Trade,6916.67,6991.67,7316.67,7466.67,8058.33,8233.33,8025.0,8016.67,8016.67,7933.33,7191.67,7916.67,8108.33,8191.67,7870.83"
"Leisure and Hospitality,3325.0,3358.33,3625.0,3875.0,4033.33,4158.33,4366.67,4383.33,4258.33,4375.0,3408.33,4000.0,4366.67,4391.67,4126.39",3,"Retail Trade,6916.67,6991.67,7316.67,7466.67,8058.33,8233.33,8025.0,8016.67,8016.67,7933.33,7191.67,7916.67,8108.33,8191.67,7870.83"
"Other Services,700.0,816.67,800.0,800.0,800.0,825.0,850.0,908.33,900.0,925.0,833.33,941.67,1108.33,1125.0,993.06",3,"Retail Trade,6916.67,6991.67,7316.67,7466.67,8058.33,8233.33,8025.0,8016.67,8016.67,7933.33,7191.67,7916.67,8108.33,8191.67,7870.83"
"Government,18441.67,18141.67,17916.67,17708.33,17891.67,17900.0,18241.67,18483.33,18875.0,19141.67,18316.67,18391.67,19491.67,19908.33,19216.67",0,"Retail Trade,6916.67,6991.67,7316.67,7466.67,8058.33,8233.33,8025.0,8016.67,8016.67,7933.33,7191.67,7916.67,8108.33,8191.67,7870.83"
"Federal Government,2508.33,2500.0,2500.0,2408.33,2341.67,2191.67,2108.33,2100.0,2100.0,2108.33,2283.33,2375.0,2500.0,2508.33,2479.86",4,"Federal Government,2508.33,2500.0,2500.0,2408.33,2341.67,2191.67,2108.33,2100.0,2100.0,2108.33,2283.33,2375.0,2500.0,2508.33,2479.86"
"Total State and Local Government,15933.33,15641.67,15416.67,15300.0,15550.0,15708.33,16133.33,16383.33,16775.0,17033.33,16033.33,16016.67,16991.67,17400.0,16736.81",0,"Federal Government,2508.33,2500.0,2500.0,2408.33,2341.67,2191.67,2108.33,2100.0,2100.0,2108.33,2283.33,2375.0,2500.0,2508.33,2479.86"
"State Government,2950.0,2875.0,2758.33,2650.0,2600.0,2641.67,2700.0,2691.67,2725.0,2800.0,2766.67,2716.67,2700.0,2700.0,2736.11",5,"Federal Government,2508.33,2500.0,2500.0,2408.33,2341.67,2191.67,2108.33,2100.0,2100.0,2108.33,2283.33,2375.0,2500.0,2508.33,2479.86"
"Local Government,12983.33,12766.67,12658.33,12650.0,12950.0,13066.67,13433.33,13691.67,14050.0,14233.33,13266.67,13291.67,14291.67,14700.0,14000.69",0,"Federal Government,2508.33,2500.0,2500.0,2408.33,2341.67,2191.67,2108.33,2100.0,2100.0,2108.33,2283.33,2375.0,2500.0,2508.33,2479.86"
"Special Districts plus Tribes,3166.67,3100.0,3025.0,2908.33,2875.0,2916.67,2950.0,3000.0,3083.33,3100.0,2858.33,3050.0,3108.33,3333.33,3256.25",6,"Federal Government,2508.33,2500.0,2500.0,2408.33,2341.67,2191.67,2108.33,2100.0,2100.0,2108.33,2283.33,2375.0,2500.0,2508.33,2479.86"
"TITLE,2010_Average,2011_Average,2012_Average,2013_Average,2014_Average,2015_Average,2016_Average,2017_Average,2018_Average,2019_Average,2020_Average,2021_Average,2022_Average,2023_Average,2024_Average",0,
"Civilian Labor Force,9754.17,9661.67,9535.83,9355.0,9193.33,9082.5,8860.0,8606.67,8705.0,8755.83,8320.0,8239.17,8157.5,8354.17,8927.5",0,
"Civilian Employment,8783.33,8706.67,8656.67,8614.17,8560.0,8553.33,8390.0,8226.67,8362.5,8444.17,7657.5,7751.67,7848.33,8040.0,8376.74",1,
"Civilian Unemployment,971.67,955.83,880.0,743.33,634.17,530.0,469.17,378.33,340.0,314.17,664.17,491.67,308.33,315.0,549.58",1,
"Civilian Unemployment Rate,0.1,0.1,0.09,0.08,0.07,0.06,0.05,0.04,0.04,0.04,0.08,0.06,0.04,0.04,0.06",0,
"""Total, All Industries"",7650.83,7568.33,7526.67,7556.67,7552.5,7599.17,7530.0,7430.83,7618.33,7795.0,7115.83,7244.17,7365.0,7608.33,7731.25",0,
"Total Farm,45.83,55.0,55.83,51.67,55.83,55.83,56.67,54.17,47.5,43.33,31.67,30.83,30.0,28.33,38.68",1,
"Total Nonfarm,7605.0,7513.33,7470.83,7505.0,7496.67,7543.33,7473.33,7376.67,7570.83,7751.67,7084.17,7213.33,7335.0,7580.0,7692.57",1,
"Total Private,4413.33,4290.83,4235.0,4309.17,4380.83,4461.67,4442.5,4332.5,4479.17,4563.33,4006.67,4104.17,4242.5,4386.67,4461.6",2,
"Goods Producing,470.0,458.33,440.83,457.5,599.17,611.67,538.33,522.5,555.0,554.17,541.67,521.67,546.67,603.33,572.99",2,
"""      Mining, Logging and Construction"",208.33,202.5,192.5,211.67,345.83,337.5,252.5,230.0,249.17,236.67,236.67,220.0,220.83,273.33,270.07",0,
"Mining and Logging,45.83,48.33,50.0,45.0,41.67,38.33,30.0,22.5,10.0,10.0,8.33,12.5,20.0,39.17,45.07",3,
"Construction,162.5,154.17,142.5,166.67,304.17,299.17,222.5,207.5,239.17,226.67,228.33,207.5,200.83,234.17,225.0",3,
"Manufacturing,263.33,257.5,252.5,247.5,252.5,271.67,284.17,292.5,308.33,321.67,305.83,305.83,328.33,329.17,303.61",3,
"Durable Goods,33.33,30.0,30.0,30.83,30.0,31.67,35.83,32.5,33.33,30.83,39.17,35.0,40.83,49.17,46.18",4,"Durable Goods,33.33,30.0,30.0,30.83,30.0,31.67,35.83,32.5,33.33,30.83,39.17,35.0,40.83,49.17,46.18"
"Non-Durable Goods,230.83,225.83,223.33,217.5,225.0,240.0,249.17,259.17,275.83,290.83,269.17,269.17,287.5,283.33,259.37",4,"Non-Durable Goods,230.83,225.83,223.33,217.5,225.0,240.0,249.17,259.17,275.83,290.83,269.17,269.17,287.5,283.33,259.37"
"Service-Providing,7133.33,7057.5,7029.17,7049.17,6897.5,6931.67,6935.83,6857.5,7016.67,7197.5,6541.67,6690.0,6787.5,6978.33,7119.72",0,"Non-Durable Goods,230.83,225.83,223.33,217.5,225.0,240.0,249.17,259.17,275.83,290.83,269.17,269.17,287.5,283.33,259.37"
"Private Service Providing,3944.17,3832.5,3796.67,3851.67,3781.67,3851.67,3902.5,3810.83,3925.0,4008.33,3463.33,3583.33,3694.17,3781.67,3889.72",2,"Non-Durable Goods,230.83,225.83,223.33,217.5,225.0,240.0,249.17,259.17,275.83,290.83,269.17,269.17,287.5,283.33,259.37"
"""      Trade, Transportation, and Utilities"",1279.17,1235.83,1190.83,1215.83,1243.33,1225.0,1227.5,1225.83,1247.5,1236.67,1124.17,1130.0,1139.17,1178.33,1198.75",0,"Non-Durable Goods,230.83,225.83,223.33,217.5,225.0,240.0,249.17,259.17,275.83,290.83,269.17,269.17,287.5,283.33,259.37"
"Wholesale Trade,115.83,120.0,115.0,115.83,118.33,107.5,102.5,96.67,90.0,93.33,87.5,83.33,84.17,91.67,103.75",4,"Wholesale Trade,115.83,120.0,115.0,115.83,118.33,107.5,102.5,96.67,90.0,93.33,87.5,83.33,84.17,91.67,103.75"
"Retail Trade,965.83,921.67,878.33,908.33,940.83,941.67,946.67,952.5,970.0,950.83,840.0,847.5,848.33,870.0,893.75",4,"Retail Trade,965.83,921.67,878.33,908.33,940.83,941.67,946.67,952.5,970.0,950.83,840.0,847.5,848.33,870.0,893.75"
"""        Transportation, Warehousing, and Utilities"",200.83,193.33,195.83,191.67,187.5,176.67,180.0,176.67,189.17,193.33,196.67,201.67,205.0,214.17,202.43",0,"Retail Trade,965.83,921.67,878.33,908.33,940.83,941.67,946.67,952.5,970.0,950.83,840.0,847.5,848.33,870.0,893.75"
"Information,80.83,75.0,60.83,60.83,58.33,55.83,50.0,47.5,40.0,48.33,37.5,30.83,35.83,44.17,57.15",3,"Retail Trade,965.83,921.67,878.33,908.33,940.83,941.67,946.67,952.5,970.0,950.83,840.0,847.5,848.33,870.0,893.75"
"Financial Activities,152.5,150.83,150.83,140.83,140.83,151.67,155.0,160.83,158.33,161.67,150.0,138.33,134.17,130.0,135.48",3,"Retail Trade,965.83,921.67,878.33,908.33,940.83,941.67,946.67,952.5,970.0,950.83,840.0,847.5,848.33,870.0,893.75"
"Professional and Business Services,271.67,265.83,269.17,235.0,218.33,248.33,241.67,220.83,226.67,210.83,214.17,289.17,287.5,315.0,313.33",3,"Retail Trade,965.83,921.67,878.33,908.33,940.83,941.67,946.67,952.5,970.0,950.83,840.0,847.5,848.33,870.0,893.75"
"Private Education and Health Services,490.83,475.0,521.67,629.17,603.33,595.83,560.83,427.5,438.33,466.67,485.0,485.0,463.33,527.5,563.33",3,"Retail Trade,965.83,921.67,878.33,908.33,940.83,941.67,946.67,952.5,970.0,950.83,840.0,847.5,848.33,870.0,893.75"
"Leisure and Hospitality,1472.5,1452.5,1408.33,1389.17,1334.17,1389.17,1471.67,1531.67,1603.33,1684.17,1299.17,1360.0,1477.5,1430.83,1453.06",3,"Retail Trade,965.83,921.67,878.33,908.33,940.83,941.67,946.67,952.5,970.0,950.83,840.0,847.5,848.33,870.0,893.75"
"Other Services,196.67,185.0,194.17,183.33,181.67,188.33,200.83,202.5,210.83,203.33,155.0,151.67,159.17,158.33,171.74",3,"Retail Trade,965.83,921.67,878.33,908.33,940.83,941.67,946.67,952.5,970.0,950.83,840.0,847.5,848.33,870.0,893.75"
"Government,3190.83,3226.67,3235.0,3195.83,3115.0,3079.17,3030.83,3045.83,3094.17,3188.33,3080.0,3106.67,3094.17,3195.0,3231.11",3,"Retail Trade,965.83,921.67,878.33,908.33,940.83,941.67,946.67,952.5,970.0,950.83,840.0,847.5,848.33,870.0,893.75"
"Federal Government,434.17,401.67,390.83,366.67,343.33,298.33,287.5,285.83,295.0,302.5,295.83,281.67,279.17,300.0,333.06",4,"Federal Government,434.17,401.67,390.83,366.67,343.33,298.33,287.5,285.83,295.0,302.5,295.83,281.67,279.17,300.0,333.06"
"Total State and Local Government,2756.67,2825.0,2845.0,2830.0,2771.67,2782.5,2745.83,2761.67,2798.33,2890.0,2782.5,2828.33,2816.67,2895.83,2897.36",4,"Total State and Local Government,2756.67,2825.0,2845.0,2830.0,2771.67,2782.5,2745.83,2761.67,2798.33,2890.0,2782.5,2828.33,2816.67,2895.83,2897.36"
"State Government,393.33,398.33,383.33,369.17,360.83,360.0,361.67,356.67,366.67,367.5,361.67,348.33,360.83,385.83,395.42",5,"Total State and Local Government,2756.67,2825.0,2845.0,2830.0,2771.67,2782.5,2745.83,2761.67,2798.33,2890.0,2782.5,2828.33,2816.67,2895.83,2897.36"
"Local Government,2362.5,2425.0,2462.5,2460.0,2409.17,2421.67,2383.33,2406.67,2432.5,2521.67,2420.83,2479.17,2455.83,2510.0,2503.26",5,"Total State and Local Government,2756.67,2825.0,2845.0,2830.0,2771.67,2782.5,2745.83,2761.67,2798.33,2890.0,2782.5,2828.33,2816.67,2895.83,2897.36"
"TITLE,2010_Average,2011_Average,2012_Average,2013_Average,2014_Average,2015_Average,2016_Average,2017_Average,2018_Average,2019_Average,2020_Average,2021_Average,2022_Average,2023_Average,2024_Average",0,
"Civilian Labor Force,372241.67,382025.0,391266.67,392208.33,391908.33,390158.33,388108.33,384083.33,385733.33,388175.0,386358.33,384991.67,389175.0,393733.33,390237.5",0,
"Civilian Employment,312575.0,324441.67,339000.0,345558.33,350625.0,350050.0,347708.33,348516.67,354566.67,357725.0,336841.67,346783.33,361725.0,360966.67,347025.0",1,
"Civilian Unemployment,59675.0,57591.67,52266.67,46641.67,41275.0,40091.67,40416.67,35583.33,31166.67,30441.67,49525.0,38200.0,27441.67,32758.33,43229.17",1,
"Civilian Unemployment Rate,0.16,0.15,0.13,0.12,0.11,0.1,0.1,0.09,0.08,0.08,0.13,0.1,0.07,0.08,0.11",0,
"""Total, All Industries"",274383.33,284750.0,299283.33,309158.33,315633.33,315900.0,317616.67,320175.0,327900.0,335158.33,319291.67,331441.67,346583.33,346616.67,324909.03",0,
"Total Farm,44575.0,48216.67,53758.33,59150.0,59816.67,58808.33,62125.0,61375.0,61491.67,62133.33,58366.67,60575.0,60350.0,56058.33,53576.39",1,
"Total Nonfarm,229808.33,236533.33,245525.0,250008.33,255816.67,257091.67,255491.67,258800.0,266408.33,273025.0,260925.0,270866.67,286233.33,290558.33,271332.64",1,
"Total Private,169175.0,176383.33,186741.67,191566.67,196125.0,195583.33,191691.67,193566.67,200341.67,205416.67,195400.0,206066.67,218983.33,220775.0,205107.64",2,
"Goods Producing,35541.67,38675.0,43016.67,43816.67,45650.0,42041.67,37066.67,36950.0,38400.0,38800.0,35700.0,35141.67,36975.0,36508.33,38141.67",2,
"""      Mining, Logging, and Construction"",22541.67,25575.0,29541.67,29758.33,31075.0,27891.67,23525.0,23558.33,25233.33,25875.0,23375.0,22941.67,24475.0,24075.0,25207.64",0,
"Mining and Logging,9825.0,11608.33,12841.67,12508.33,12900.0,11408.33,8983.33,8616.67,9308.33,9558.33,7950.0,7441.67,7800.0,7800.0,9423.61",3,
"Construction,12716.67,13966.67,16700.0,17250.0,18175.0,16483.33,14541.67,14941.67,15925.0,16316.67,15425.0,15500.0,16675.0,16275.0,15784.03",3,
"Manufacturing,13000.0,13100.0,13475.0,14058.33,14575.0,14150.0,13541.67,13391.67,13166.67,12925.0,12325.0,12200.0,12500.0,12433.33,12934.03",3,
"Durable Goods,5033.33,5058.33,5133.33,5358.33,5641.67,5283.33,4791.67,4766.67,4800.0,4891.67,4733.33,4775.0,4891.67,5000.0,5093.75",4,"Durable Goods,5033.33,5058.33,5133.33,5358.33,5641.67,5283.33,4791.67,4766.67,4800.0,4891.67,4733.33,4775.0,4891.67,5000.0,5093.75"
"Non-Durable Goods,7966.67,8041.67,8341.67,8700.0,8933.33,8866.67,8750.0,8625.0,8366.67,8033.33,7591.67,7425.0,7608.33,7433.33,7840.28",3,"Durable Goods,5033.33,5058.33,5133.33,5358.33,5641.67,5283.33,4791.67,4766.67,4800.0,4891.67,4733.33,4775.0,4891.67,5000.0,5093.75"
"Food Manufacturing,5541.67,5533.33,5833.33,6066.67,6050.0,5916.67,5908.33,5883.33,5650.0,5183.33,4841.67,4658.33,4733.33,4558.33,5118.75",5,"Durable Goods,5033.33,5058.33,5133.33,5358.33,5641.67,5283.33,4791.67,4766.67,4800.0,4891.67,4733.33,4775.0,4891.67,5000.0,5093.75"
"Service-Providing,194266.67,197858.33,202508.33,206191.67,210166.67,215050.0,218425.0,221850.0,228008.33,234225.0,225225.0,235725.0,249258.33,254050.0,233190.97",3,"Durable Goods,5033.33,5058.33,5133.33,5358.33,5641.67,5283.33,4791.67,4766.67,4800.0,4891.67,4733.33,4775.0,4891.67,5000.0,5093.75"
"Private Service Providing,133633.33,137708.33,143725.0,147750.0,150475.0,153541.67,154625.0,156616.67,161941.67,166616.67,159700.0,170925.0,182008.33,184266.67,166965.97",2,"Durable Goods,5033.33,5058.33,5133.33,5358.33,5641.67,5283.33,4791.67,4766.67,4800.0,4891.67,4733.33,4775.0,4891.67,5000.0,5093.75"
"""     Trade, Transportation, and Utilities"",42308.33,43791.67,45391.67,47516.67,49433.33,50716.67,51141.67,51633.33,53291.67,52858.33,52791.67,59700.0,63191.67,61608.33,54111.81",0,"Durable Goods,5033.33,5058.33,5133.33,5358.33,5641.67,5283.33,4791.67,4766.67,4800.0,4891.67,4733.33,4775.0,4891.67,5000.0,5093.75"
"Wholesale Trade,7458.33,7591.67,7758.33,8475.0,8675.0,8341.67,8108.33,8225.0,8250.0,8033.33,7525.0,7716.67,8166.67,8400.0,8171.53",4,"Wholesale Trade,7458.33,7591.67,7758.33,8475.0,8675.0,8341.67,8108.33,8225.0,8250.0,8033.33,7525.0,7716.67,8166.67,8400.0,8171.53"
"Retail Trade,26008.33,27075.0,27925.0,28941.67,30300.0,31466.67,32075.0,31958.33,31808.33,31133.33,30100.0,32266.67,32916.67,32433.33,30154.17",4,"Retail Trade,26008.33,27075.0,27925.0,28941.67,30300.0,31466.67,32075.0,31958.33,31808.33,31133.33,30100.0,32266.67,32916.67,32433.33,30154.17"
"Food and Beverage Retailers,5641.67,6058.33,5958.33,6066.67,6383.33,6616.67,6783.33,6508.33,6425.0,6425.0,6575.0,6783.33,6925.0,6958.33,6517.36",5,"Retail Trade,26008.33,27075.0,27925.0,28941.67,30300.0,31466.67,32075.0,31958.33,31808.33,31133.33,30100.0,32266.67,32916.67,32433.33,30154.17"
"General Merchandise Retailers,5508.33,5633.33,5800.0,6033.33,6283.33,6833.33,6766.67,6966.67,6983.33,6916.67,7041.67,7683.33,7708.33,7525.0,6671.53",5,"Retail Trade,26008.33,27075.0,27925.0,28941.67,30300.0,31466.67,32075.0,31958.33,31808.33,31133.33,30100.0,32266.67,32916.67,32433.33,30154.17"
"Department Stores,2241.67,2116.67,2108.33,2033.33,2050.0,2150.0,2025.0,1950.0,1900.0,1675.0,1466.67,1625.0,1675.0,1641.67,1720.83",6,"Retail Trade,26008.33,27075.0,27925.0,28941.67,30300.0,31466.67,32075.0,31958.33,31808.33,31133.33,30100.0,32266.67,32916.67,32433.33,30154.17"
"""          Clothing, Clothing Accessories, Shoe, and Jewelry"",2216.67,2358.33,2375.0,2491.67,2941.67,3325.0,3133.33,2858.33,2808.33,2500.0,1691.67,2241.67,2408.33,2316.67,2265.28",0,"Retail Trade,26008.33,27075.0,27925.0,28941.67,30300.0,31466.67,32075.0,31958.33,31808.33,31133.33,30100.0,32266.67,32916.67,32433.33,30154.17"
"""        Transportation, Warehousing, and Utilities"",8841.67,9125.0,9708.33,10100.0,10458.33,10908.33,10958.33,11450.0,13233.33,13691.67,15166.67,19716.67,22108.33,20775.0,15786.11",0,"Retail Trade,26008.33,27075.0,27925.0,28941.67,30300.0,31466.67,32075.0,31958.33,31808.33,31133.33,30100.0,32266.67,32916.67,32433.33,30154.17"
"Information,2691.67,2616.67,2675.0,2541.67,2383.33,2683.33,2166.67,2033.33,2033.33,1908.33,1525.0,1541.67,1625.0,1708.33,2067.36",3,"Retail Trade,26008.33,27075.0,27925.0,28941.67,30300.0,31466.67,32075.0,31958.33,31808.33,31133.33,30100.0,32266.67,32916.67,32433.33,30154.17"
"Financial Activities,7791.67,7883.33,8316.67,8383.33,8233.33,8091.67,7916.67,7825.0,7766.67,7725.0,7533.33,7641.67,7583.33,7525.0,7792.36",3,"Retail Trade,26008.33,27075.0,27925.0,28941.67,30300.0,31466.67,32075.0,31958.33,31808.33,31133.33,30100.0,32266.67,32916.67,32433.33,30154.17"
"Finance and Insurance,4741.67,4866.67,5083.33,5100.0,5016.67,4925.0,4800.0,4800.0,4650.0,4500.0,4408.33,4425.0,4191.67,4100.0,4450.7",4,"Finance and Insurance,4741.67,4866.67,5083.33,5100.0,5016.67,4925.0,4800.0,4800.0,4650.0,4500.0,4408.33,4425.0,4191.67,4100.0,4450.7"
"Real Estate and Rental and Leasing,3050.0,3016.67,3233.33,3283.33,3216.67,3166.67,3116.67,3025.0,3116.67,3225.0,3125.0,3216.67,3391.67,3425.0,3341.67",4,"Real Estate and Rental and Leasing,3050.0,3016.67,3233.33,3283.33,3216.67,3166.67,3116.67,3025.0,3116.67,3225.0,3125.0,3216.67,3391.67,3425.0,3341.67"
"Professional and Business Services,24166.67,25783.33,27041.67,26758.33,26383.33,25891.67,25500.0,25108.33,26133.33,27366.67,26441.67,26008.33,27041.67,26991.67,26936.11",3,"Real Estate and Rental and Leasing,3050.0,3016.67,3233.33,3283.33,3216.67,3166.67,3116.67,3025.0,3116.67,3225.0,3125.0,3216.67,3391.67,3425.0,3341.67"
"""        Professional, Scientific, and Technical Services"",10200.0,10733.33,11316.67,11125.0,10833.33,10166.67,9450.0,9283.33,9450.0,9783.33,10375.0,10350.0,11533.33,11483.33,11450.69",0,"Real Estate and Rental and Leasing,3050.0,3016.67,3233.33,3283.33,3216.67,3166.67,3116.67,3025.0,3116.67,3225.0,3125.0,3216.67,3391.67,3425.0,3341.67"
"Management of Companies and Enterprises,3100.0,3425.0,3475.0,3441.67,3466.67,3216.67,3191.67,2975.0,2791.67,2658.33,2500.0,2650.0,2658.33,2725.0,3000.7",4,"Management of Companies and Enterprises,3100.0,3425.0,3475.0,3441.67,3466.67,3216.67,3191.67,2975.0,2791.67,2658.33,2500.0,2650.0,2658.33,2725.0,3000.7"
"Administrative and Support and Waste and Remediatio,10866.67,11625.0,12250.0,12191.67,12083.33,12508.33,12858.33,12850.0,13891.67,14925.0,13566.67,13008.33,12850.0,12783.33,12484.72",4,"Administrative and Support and Waste and Remediatio,10866.67,11625.0,12250.0,12191.67,12083.33,12508.33,12858.33,12850.0,13891.67,14925.0,13566.67,13008.33,12850.0,12783.33,12484.72"
"Private Education and Health Services,29558.33,30133.33,31450.0,32266.67,32575.0,33433.33,34783.33,36433.33,38091.67,40925.0,40800.0,41633.33,44333.33,47525.0,41490.28",3,"Administrative and Support and Waste and Remediatio,10866.67,11625.0,12250.0,12191.67,12083.33,12508.33,12858.33,12850.0,13891.67,14925.0,13566.67,13008.33,12850.0,12783.33,12484.72"
"Private Educational Services,1558.33,1575.0,1633.33,1508.33,1450.0,1400.0,1450.0,1491.67,1666.67,1825.0,1550.0,1800.0,1933.33,2083.33,1918.75",4,"Private Educational Services,1558.33,1575.0,1633.33,1508.33,1450.0,1400.0,1450.0,1491.67,1666.67,1825.0,1550.0,1800.0,1933.33,2083.33,1918.75"
"Health Care and Social Assistance,28000.0,28558.33,29816.67,30758.33,31125.0,32033.33,33333.33,34941.67,36425.0,39100.0,39250.0,39833.33,42400.0,45441.67,39571.53",4,"Health Care and Social Assistance,28000.0,28558.33,29816.67,30758.33,31125.0,32033.33,33333.33,34941.67,36425.0,39100.0,39250.0,39833.33,42400.0,45441.67,39571.53"
"Ambulatory Health Care Services,10558.33,10733.33,11200.0,11683.33,12100.0,12416.67,12758.33,13225.0,13666.67,14833.33,14525.0,14758.33,15433.33,16283.33,14497.92",6,"Health Care and Social Assistance,28000.0,28558.33,29816.67,30758.33,31125.0,32033.33,33333.33,34941.67,36425.0,39100.0,39250.0,39833.33,42400.0,45441.67,39571.53"
"Hospitals,6450.0,6808.33,7175.0,7166.67,7116.67,7408.33,7883.33,8200.0,8216.67,8250.0,8091.67,7783.33,7966.67,8058.33,7718.06",6,"Health Care and Social Assistance,28000.0,28558.33,29816.67,30758.33,31125.0,32033.33,33333.33,34941.67,36425.0,39100.0,39250.0,39833.33,42400.0,45441.67,39571.53"
"Leisure and Hospitality,20491.67,20716.67,21633.33,22800.0,23691.67,25041.67,25458.33,25858.33,26708.33,27558.33,23216.67,26508.33,29425.0,29933.33,26277.78",3,"Health Care and Social Assistance,28000.0,28558.33,29816.67,30758.33,31125.0,32033.33,33333.33,34941.67,36425.0,39100.0,39250.0,39833.33,42400.0,45441.67,39571.53"
"""         Arts, Entertainment, and Recreation"",2308.33,2316.67,2366.67,2391.67,2300.0,2391.67,2616.67,2500.0,2475.0,2625.0,1575.0,1908.33,2483.33,2591.67,2531.94",0,"Health Care and Social Assistance,28000.0,28558.33,29816.67,30758.33,31125.0,32033.33,33333.33,34941.67,36425.0,39100.0,39250.0,39833.33,42400.0,45441.67,39571.53"
"Accommodation and Food Services,18183.33,18400.0,19266.67,20408.33,21391.67,22650.0,22841.67,23358.33,24233.33,24933.33,21641.67,24600.0,26941.67,27341.67,23745.83",4,"Accommodation and Food Services,18183.33,18400.0,19266.67,20408.33,21391.67,22650.0,22841.67,23358.33,24233.33,24933.33,21641.67,24600.0,26941.67,27341.67,23745.83"
